site_id,rma_date,rma_count,rolling_mean,rolling_std,z_score,deviation,pct_change,severity,consecutive_count,region,site_type,country,operator,week_number,year
ST-01095,2024-04-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telia,17,2024
ST-01100,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Czechia,,18,2024
ST-01101,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Deutsche Telekom,11,2023
ST-01101,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Deutsche Telekom,22,2024
ST-01102,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,19,2024
ST-01102,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,4,2025
ST-01103,2024-02-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Three,7,2024
ST-01103,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Three,21,2025
ST-01104,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,46,2023
ST-01105,2023-09-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,India,,37,2023
ST-01105,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,India,,37,2025
ST-01108,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,25,2023
ST-01108,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,22,2025
ST-01110,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,UK,,19,2023
ST-01111,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telefónica,42,2023
ST-01113,2023-01-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telenor,5,2023
ST-01116,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Spain,,7,2025
ST-01117,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,46,2024
ST-01118,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Deutsche Telekom,28,2023
ST-01118,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Deutsche Telekom,5,2025
ST-01119,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Netherlands,Telefónica,42,2025
ST-01120,2025-05-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,A1 Telekom,20,2025
ST-01121,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telia,46,2024
ST-01121,2025-10-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telia,43,2025
ST-01124,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,24,2023
ST-01125,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Austria,Telenor,10,2024
ST-01125,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Austria,Telenor,27,2025
ST-01126,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,5,2025
ST-01127,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telefónica,30,2025
ST-01128,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Vodafone,19,2023
ST-01128,2025-03-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Vodafone,10,2025
ST-01129,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Vietnam,,3,2025
ST-01130,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Deutsche Telekom,22,2024
ST-01131,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Vietnam,Telstra,20,2023
ST-01131,2025-10-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Vietnam,Telstra,43,2025
ST-01132,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Reliance Jio,24,2024
ST-01133,2023-12-25,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Brazil,Rogers,52,2023
ST-01135,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,South Korea,,4,2025
ST-01136,2023-08-28,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Japan,NTT Docomo,35,2023
ST-01136,2024-11-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Japan,NTT Docomo,48,2024
ST-01138,2023-10-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Maxis,43,2023
ST-01140,2023-03-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Orange,12,2023
ST-01140,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Orange,15,2024
ST-01142,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,A1 Telekom,18,2025
ST-01143,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Telia,31,2023
ST-01143,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Telia,46,2024
ST-01143,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Telia,23,2025
ST-01145,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Vodafone,36,2024
ST-01146,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Germany,,3,2025
ST-01147,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Rogers,27,2025
ST-01149,2023-10-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,SK Telecom,43,2023
ST-01150,2024-01-29,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,5,2024
ST-01153,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Brazil,,32,2024
ST-01155,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,AT&T,12,2024
ST-01155,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,AT&T,49,2024
ST-01157,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telia,31,2023
ST-01161,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,20,2023
ST-01161,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,51,2023
ST-01161,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,43,2024
ST-01161,2025-09-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,36,2025
ST-01162,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,15,2025
ST-01163,2023-12-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telenor,52,2023
ST-01164,2023-01-23,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,Claro,4,2023
ST-01166,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Maxis,39,2023
ST-01167,2023-04-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,Bharti Airtel,17,2023
ST-01169,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Orange,12,2024
ST-01170,2024-07-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Thailand,,29,2024
ST-01171,2024-02-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telefónica,6,2024
ST-01171,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telefónica,25,2025
ST-01172,2024-01-01,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,AT&T,1,2024
ST-01173,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Vodafone,29,2025
ST-01175,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Deutsche Telekom,35,2025
ST-01177,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Germany,,8,2024
ST-01177,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Germany,,11,2025
ST-01180,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,SK Telecom,46,2023
ST-01180,2025-09-22,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,SK Telecom,39,2025
ST-01181,2024-07-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,27,2024
ST-01181,2025-02-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,9,2025
ST-01182,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,27,2023
ST-01183,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telefónica,24,2024
ST-01184,2024-07-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Sweden,Telia,31,2024
ST-01185,2023-11-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,47,2023
ST-01186,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,T-Mobile US,42,2023
ST-01186,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,T-Mobile US,14,2025
ST-01188,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Italy,,40,2024
ST-01189,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telefónica,22,2024
ST-01190,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telefónica,20,2023
ST-01190,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telefónica,40,2025
ST-01191,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Malaysia,,25,2024
ST-01191,2025-08-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Malaysia,,33,2025
ST-01192,2025-09-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,36,2025
ST-01193,2024-11-18,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,47,2024
ST-01193,2025-04-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,17,2025
ST-01194,2025-04-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Italy,Three,16,2025
ST-01195,2024-09-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telefónica,38,2024
ST-01197,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,A1 Telekom,40,2023
ST-01197,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,A1 Telekom,4,2025
ST-01198,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,A1 Telekom,22,2025
ST-01200,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,34,2023
ST-01200,2025-09-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,39,2025
ST-01201,2024-11-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,48,2024
ST-01202,2024-01-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,UK,Telefónica,5,2024
ST-01202,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,UK,Telefónica,14,2025
ST-01203,2024-06-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Three,23,2024
ST-01203,2024-09-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Three,39,2024
ST-01204,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Vodafone,34,2023
ST-01204,2025-04-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Vodafone,17,2025
ST-01205,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,27,2023
ST-01205,2024-07-29,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,31,2024
ST-01207,2024-09-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,37,2024
ST-01209,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,France,,45,2023
ST-01210,2023-08-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Deutsche Telekom,35,2023
ST-01211,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Vietnam,Bharti Airtel,46,2023
ST-01215,2025-03-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Maxis,12,2025
ST-01217,2024-07-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telenor,31,2024
ST-01218,2024-06-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,China Mobile,26,2024
ST-01219,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Colombia,,27,2025
ST-01220,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Brazil,,42,2023
ST-01221,2025-06-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Spain,,24,2025
ST-01222,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telia,22,2025
ST-01223,2024-10-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,44,2024
ST-01224,2024-07-08,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Canada,,28,2024
ST-01226,2024-07-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Orange,27,2024
ST-01227,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,43,2024
ST-01229,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Brazil,Claro,37,2025
ST-01230,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Netherlands,,18,2024
ST-01231,2023-05-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Netherlands,,21,2023
ST-01233,2023-04-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Australia,,17,2023
ST-01234,2023-02-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,6,2023
ST-01234,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,27,2025
ST-01236,2025-07-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,31,2025
ST-01237,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Orange,39,2023
ST-01237,2025-10-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Orange,43,2025
ST-01238,2023-01-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Orange,1,2023
ST-01238,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Orange,35,2024
ST-01239,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,3,2023
ST-01239,2024-01-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,4,2024
ST-01240,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,20,2023
ST-01241,2023-01-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Vodafone,5,2023
ST-01242,2024-01-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Deutsche Telekom,4,2024
ST-01244,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,9,2023
ST-01244,2023-12-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,52,2023
ST-01244,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,21,2025
ST-01245,2024-02-05,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Singtel,6,2024
ST-01246,2025-02-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Telstra,9,2025
ST-01247,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Singtel,45,2023
ST-01247,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Singtel,36,2024
ST-01248,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,42,2025
ST-01249,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,A1 Telekom,13,2025
ST-01251,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Singapore,Maxis,41,2025
ST-01252,2024-06-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Thailand,,26,2024
ST-01256,2023-09-18,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,T-Mobile US,38,2023
ST-01258,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telefónica,14,2025
ST-01259,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Sweden,,23,2025
ST-01260,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,46,2023
ST-01260,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,41,2024
ST-01261,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,14,2023
ST-01261,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,37,2025
ST-01264,2023-05-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Italy,Deutsche Telekom,21,2023
ST-01264,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Italy,Deutsche Telekom,43,2024
ST-01265,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Sweden,Vodafone,52,2024
ST-01266,2024-05-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,A1 Telekom,20,2024
ST-01267,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,23,2025
ST-01268,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Rogers,33,2023
ST-01268,2024-04-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Rogers,16,2024
ST-01269,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,France,,49,2023
ST-01270,2025-05-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,19,2025
ST-01272,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Deutsche Telekom,51,2024
ST-01273,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telenor,23,2023
ST-01273,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telenor,25,2025
ST-01274,2023-01-09,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Thailand,China Mobile,2,2023
ST-01274,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Thailand,China Mobile,40,2023
ST-01274,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Thailand,China Mobile,3,2024
ST-01274,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Thailand,China Mobile,40,2024
ST-01276,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,India,,3,2023
ST-01279,2023-07-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telia,29,2023
ST-01280,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Spain,Deutsche Telekom,19,2024
ST-01281,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Singtel,24,2023
ST-01281,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Singtel,49,2023
ST-01284,2024-02-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,A1 Telekom,9,2024
ST-01285,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,20,2023
ST-01285,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,36,2024
ST-01287,2024-04-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Singtel,14,2024
ST-01288,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telefónica,45,2023
ST-01288,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telefónica,5,2025
ST-01289,2025-08-04,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Colombia,TIM Brasil,32,2025
ST-01290,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,TIM Brasil,40,2023
ST-01292,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,AT&T,14,2025
ST-01293,2023-10-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,43,2023
ST-01293,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,40,2025
ST-01294,2024-11-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,UK,,48,2024
ST-01296,2025-03-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Australia,,10,2025
ST-01298,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Colombia,,33,2023
ST-01299,2024-11-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Deutsche Telekom,45,2024
ST-01300,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Telstra,19,2023
ST-01301,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Deutsche Telekom,40,2024
ST-01303,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Canada,,37,2025
ST-01305,2023-04-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,Three,15,2023
ST-01306,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telefónica,42,2025
ST-01308,2024-10-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,42,2024
ST-01310,2023-09-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,37,2023
ST-01310,2024-07-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,31,2024
ST-01311,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Bharti Airtel,40,2024
ST-01313,2025-06-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,China Mobile,26,2025
ST-01314,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,42,2023
ST-01316,2024-02-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Deutsche Telekom,6,2024
ST-01317,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,A1 Telekom,41,2024
ST-01318,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Netherlands,Deutsche Telekom,33,2024
ST-01320,2024-06-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,A1 Telekom,23,2024
ST-01321,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,33,2024
ST-01322,2023-06-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Germany,,26,2023
ST-01323,2025-03-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,10,2025
ST-01324,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,10,2023
ST-01324,2024-09-23,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,39,2024
ST-01324,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,29,2025
ST-01325,2024-07-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Deutsche Telekom,29,2024
ST-01326,2023-05-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,21,2023
ST-01326,2025-02-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,9,2025
ST-01327,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,India,,33,2024
ST-01328,2025-10-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,TIM Brasil,44,2025
ST-01330,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Italy,Telia,9,2023
